run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
a0-scal-1e3_s1,4680711,s5014158,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.07,92.83,99.93,0,node882,43,env,,0,9,13,16,92.816,6
g2_mAdam_scal_s2,4679377,s5014158,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,1,none,,na,na,2,100,100,91.8,91.55,99.72,0,node885,44,inferred,,0,12,18,31,91.426,40
a0-scal-1e6_s2,4680722,s5014158,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,92.14,91.95,99.54,0,node885,44,env,,0,12,22,32,91.651,32
a0-scal-1e4_s2,4680721,s5014158,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,2,100,100,92.2,91.95,99.64,0,node886,43,env,,0,9,15,26,91.703,29
a0-scal-1e3_s2,4680720,s5014158,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.98,92.78,99.98,0,node882,43,env,,0,11,14,17,92.754,9
g1_adamw_scal_s2,4679279,s5014158,ResNet18,CIFAR10,100,scalar,AdamW,Lion,1e-3,1e-6,1,1,none,,na,na,2,100,100,92.04,90.97,99.53,0,node885,45,inferred,,0,14,21,31,91.428,43
g1_adamw_weight_s0,4679172,s5014158,ResNet18,CIFAR10,100,weightwise,AdamW,Lion,1e-3,1e-6,1,1,none,,na,na,0,100,100,85.82,85.2,97.7,0,node885,44,inferred,,0,64,,,85.281,0
g1_adamw_weight_s1,4679173,s5014158,ResNet18,CIFAR10,100,weightwise,AdamW,Lion,1e-3,1e-6,1,1,none,,na,na,1,100,100,85.96,85.2,97.75,0,node886,45,inferred,,0,67,,,85.302,0
g1_adamw_weight_s2,4679174,s5014158,ResNet18,CIFAR10,100,weightwise,AdamW,Lion,1e-3,1e-6,1,1,none,,na,na,2,100,100,86.38,86.14,97.74,0,node886,45,inferred,,0,62,,,85.576,0
a2_smoke,4679107,s5014158,ResNet18,CIFAR10,100,scalar,HF,?,1e-3,1e-6,1,1,none,,na,na,1,2,2,56.12,56.12,50.69,0,node851,4,inferred,,0,,,,,0
bo-lion-r02-s0,4685388,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,0,0.2,0,100,100,92.55,92.36,99.87,0,node887,39,env,,0,13,18,26,92.285,15
bo-lion-r006-s0,4685387,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,0,0.06,0,100,100,93.25,93.07,99.94,0,node887,39,env,,0,13,20,26,92.985,12
bo-lion-r0-s0,4685386,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,0,0,0,100,100,94.14,94.14,99.97,0,node885,39,env,,0,15,20,28,93.827,19
bo-lion-layer-s0,4685385,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,,0,na,0,100,100,91.92,91.41,99.77,0,node858,76,env,,0,12,16,28,91.567,32
bo-lion-r02-s1,4685393,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,0,0.2,1,100,100,92.42,92.32,99.89,0,node887,39,env,,0,13,18,25,92.174,15
bo-lion-r0-s1,4685391,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,0,0,1,100,100,93.99,93.93,99.96,0,node885,39,env,,0,14,22,29,93.498,16
bo-lion-r006-s1,4685392,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,0,0.06,1,100,100,93.44,93.36,99.95,0,node887,39,env,,0,14,19,29,93.141,14
bo-lion-layer-s1,4685390,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,,0,na,1,100,100,91.74,91.43,99.76,0,node887,39,env,,0,11,16,33,91.286,42
bo-lion-layer-s2,4685395,s5014158,ResNet18,CIFAR10,100,layerwise,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,,0,na,2,100,100,91.52,91.24,99.76,0,node858,75,env,,0,11,16,27,91.127,50
bo-lion-scal-s0,4685384,s5014158,ResNet18,CIFAR10,100,scalar,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,,0,na,0,100,100,92.05,91.91,99.68,0,node851,95,env,,0,11,16,27,91.69,28
bo-lion-scal-s1,4685389,s5014158,ResNet18,CIFAR10,100,scalar,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,,0,na,1,100,100,91.79,91.62,99.68,0,node851,94,env,,0,11,18,29,91.442,39
bo-lion-scal-s2,4685394,s5014158,ResNet18,CIFAR10,100,scalar,Lion,Lion,1e-3,1e-6,1,1,-15:-2.3026,,0,na,2,100,100,91.66,91.12,99.69,0,node859,94,env,,0,11,18,33,91.196,48
p4-ad-r1,4681092,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1.0,0,20,20,73.58,73.58,73.06,0,node885,6,env,,0,,,,32.926,0
p6-r03-s0,4683401,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.3,0,100,100,92.15,91.76,99.9,0,node881,31,env,,0,15,17,26,91.825,31
p6-r1-s0,4683403,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,0,100,100,91.47,91.21,99.85,0,node887,31,env,,0,14,25,42,91.184,49
ad-l-r0_s0,4681038,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,92.44,92.35,97.76,0,node885,31,env,,0,36,38,41,92.222,5
p6-r006-s0,4683395,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,92.51,92.38,98.75,0,node859,71,env,,0,18,20,22,92.141,3
zrn-l-r09_s0,4682647,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.9,0,100,100,90.61,90.26,99.53,0,node851,76,env,,0,29,40,79,90.048,42
a0A-lplain-1e3_s0,4680900,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.57,91.27,99.8,0,node851,77,env,,0,12,20,40,91.177,47
zsx-l-r0_s0,4681811,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,0,100,100,87.75,87.41,93.6,0,node851,77,env,,0,38,,,87.52,0
z3-l-r0,4681226,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,zpool,na,0,0,20,20,84.21,84.21,86.08,0,node851,15,env,,0,,,,71.815,0
a0A-lplain-1e6_s0,4680916,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,90.99,90.85,99.71,0,node851,76,env,,0,15,23,47,90.669,67
a0A-lsh01-1e4_s0,4680905,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.12,91.44,97.75,0,node851,77,env,,0,13,14,20,91.752,20
p4-ad-r003,4681089,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,20,20,53.61,53.61,52.26,0,node887,6,env,,0,,,,26.128,0
z3-ref-layer,4681224,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,87.8,87.8,91.74,0,node851,15,env,,0,15,,,75.066,0
ad-l-r003_s0,4681039,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,100,100,92.89,92.45,98.96,0,node881,30,env,,0,37,39,41,92.555,1
p4-ad-r0,4681088,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,20,20,52.87,52.87,51.39,0,node887,6,env,,0,,,,25.908,0
ad-l-r02_s0,4681156,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,0,100,100,91.65,91.2,99.66,0,node886,31,env,,0,30,35,41,91.348,33
zad-plain_s0,4683230,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.39,91.03,99.57,0,node883,31,env,,0,28,35,53,90.975,46
p2-lay-plain,4681052,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,74.29,74.29,73.33,0,node882,6,env,,0,,,,33.054,0
zsx-l-r1_s0,4681821,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,0,100,100,91.46,90.86,99.62,0,node851,78,env,,0,28,33,50,91.047,46
p6-r007-s0,4683397,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,0,100,100,92.6,91.98,98.92,0,node859,71,env,,0,18,19,21,92.183,4
p6-r003-s0,4683391,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,0,100,100,92.45,92.36,98.25,0,node885,31,env,,0,18,20,23,92.203,7
ad-l-r007_s0,4681647,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,0,100,100,93.51,93.31,99.83,0,node885,30,env,,0,34,40,41,93.289,3
zsx-l-r03_s0,4681815,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,0,100,100,89.75,89.64,99.07,0,node851,77,env,,0,32,45,,89.371,25
mx-a1e3-layer-s0,4682944,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.61,91.29,99.88,0,node864,36,env,,0,15,23,40,91.158,52
p2-lay-L1p0,4681049,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,53.14,53.14,51.42,0,node880,6,env,,0,,,,25.935,0
zsx-l-r01_s0,4681813,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,0,100,100,90.08,89.88,98.68,0,node859,71,env,,0,33,52,98,89.575,27
zsx-l-r07_s0,4681819,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,0,100,100,89.26,88.79,98.61,0,node859,72,env,,0,33,55,,88.826,5
p4-ad-r01,4681090,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,20,20,56.17,56.17,54.17,0,node881,6,env,,0,,,,26.711,0
zrn-l-r099_s0,4682651,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.99,0,100,100,91.39,91.02,99.65,0,node859,71,env,,0,28,37,58,90.971,49
p6-r01-s0,4683399,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,0,100,100,92.73,92.19,99.42,0,node851,77,env,,0,17,19,21,92.462,2
zrn-l-r07_s0,4682645,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,0,100,100,89.7,89.48,99.0,0,node851,78,env,,0,33,50,,89.207,19
zad-r1_s0,4683231,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,0,100,100,91.32,90.97,99.63,0,node880,31,env,,0,28,38,52,90.918,51
a0A-lsh01-1e3_s0,4680901,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.17,92.17,97.98,0,node859,72,env,,0,13,14,17,91.97,18
z3-l-r1,4681227,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,zpool,na,1,0,20,20,87.73,87.73,91.65,0,node859,14,env,,0,14,,,75.087,0
a0A-lplain-1e4_s0,4680904,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.38,90.91,99.76,0,node851,76,env,,0,13,20,40,90.98,66
ad-l-r01_s0,4681040,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,100,100,93.01,92.52,99.88,0,node881,30,env,,0,32,38,41,92.79,5
a0A-lsh01-1e6_s0,4680917,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.36,91.94,98.06,0,node859,72,env,,0,15,15,19,92.024,14
zsx-l-r05_s0,4681817,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,0,100,100,89.58,89.46,99.09,0,node851,78,env,,0,32,50,,89.115,16
p6-r005-s0,4683393,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.05,0,100,100,92.47,92.23,98.53,0,node858,71,env,,0,18,19,21,92.108,3
mx-a1e4-layer-s0,4682929,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.06,90.68,99.74,0,node883,33,env,,0,18,26,47,90.758,64
g4-sgdmAdam-layer_s0,4680742,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,90.76,90.6,99.68,0,node885,30,env,,0,14,26,60,90.407,62
ad-l-r03_s0,4681041,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.3,0,100,100,91.46,91.35,99.68,0,node880,30,env,,0,30,36,48,90.966,49
zrn-l-r095_s0,4682649,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.95,0,100,100,91.18,89.93,99.45,0,node851,77,env,,0,30,36,60,90.518,51
mx-a1e4-add-s0,4682930,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.07,92.84,99.44,0,node882,31,env,,0,24,26,29,92.769,3
p6-r0-s0,4683389,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,0,100,100,92.39,92.16,98.09,0,node886,31,env,,0,18,20,24,92.067,6
zad-r0_s0,4683233,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,92.44,92.37,97.73,0,node882,31,env,,0,34,38,42,92.122,5
ad-l-r005_s0,4681155,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,0,100,100,93.37,92.77,99.55,0,node880,30,env,,0,37,39,42,93.04,3
p4-ad-r03,4681091,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.3,0,20,20,62.11,62.11,59.32,0,node885,6,env,,0,,,,28.215,0
zrn-l-r1_s0,4682653,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,0,100,100,91.24,91.06,99.62,0,node851,77,env,,0,28,37,52,90.836,50
mx-a1e3-add-s0,4682945,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,92.63,92.0,98.72,0,node868,37,env,,0,17,19,22,92.21,3
zad-r007_s0,4683232,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,0,100,100,93.36,92.96,99.82,0,node883,31,env,,0,34,39,41,93.183,3
zrn-l-r07_s1,4682655,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,1,100,100,89.77,89.41,99.08,0,node851,76,env,,0,30,50,,89.313,25
ad-l-r007_s1,4681648,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,1,100,100,93.69,93.38,99.84,0,node885,31,env,,0,35,38,41,93.355,5
p6-r005-s1,4683394,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.05,1,100,100,92.47,92.05,98.65,0,node887,31,env,,0,18,20,22,92.122,4
p6-r006-s1,4683396,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.7,92.5,98.73,0,node883,31,env,,0,18,20,22,92.235,2
a0A-lplain-1e4_s1,4680912,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.2,90.78,99.8,0,node851,77,env,,0,15,25,40,90.839,67
p6-r03-s1,4683402,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.3,1,100,100,91.92,91.78,99.91,0,node885,31,env,,0,15,19,30,91.703,31
a0A-lsh01-1e3_s1,4680909,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.31,91.84,97.93,0,node858,71,env,,0,12,13,17,91.881,18
zsx-l-r03_s1,4681827,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,1,100,100,89.8,89.78,98.93,0,node859,72,env,,0,33,46,,89.504,25
zad-plain_s1,4683234,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.31,91.17,99.71,0,node880,31,env,,0,29,36,55,90.856,50
zrn-l-r095_s1,4682659,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.95,1,100,100,90.86,90.23,99.44,0,node851,78,env,,0,29,40,64,90.352,48
p6-r0-s1,4683390,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,1,100,100,92.34,91.94,98.14,0,node851,77,env,,0,18,21,23,92.135,6
ad-l-r005_s1,4681157,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,1,100,100,93.46,93.13,99.54,0,node880,30,env,,0,35,40,41,93.176,2
zad-r1_s1,4683235,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,1,100,100,91.36,90.65,99.53,0,node883,31,env,,0,29,36,54,90.795,51
zrn-l-r09_s1,4682657,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.9,1,100,100,90.69,90.2,99.53,0,node859,72,env,,0,29,40,73,90.344,46
ad-l-r0_s1,4681042,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,100,100,92.59,92.13,97.89,0,node886,31,env,,0,35,38,41,92.229,5
g4-sgdmAdam-layer_s1,4680747,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,90.86,90.55,99.75,0,node881,31,env,,0,15,26,60,90.289,61
zsx-l-r01_s1,4681825,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,1,100,100,89.75,89.4,98.58,0,node859,72,env,,0,34,52,,89.363,24
a0A-lsh01-1e4_s1,4680913,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.13,91.7,98.01,0,node851,76,env,,0,14,14,17,91.837,15
ad-l-r02_s1,4681158,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,1,100,100,91.9,91.75,99.67,0,node881,30,env,,0,32,36,43,91.544,23
p6-r003-s1,4683392,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,1,100,100,92.48,91.61,98.41,0,node887,32,env,,0,17,20,23,92.105,4
a0A-lplain-1e3_s1,4680908,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.63,91.54,99.88,0,node859,71,env,,0,12,20,36,91.26,49
mx-a1e3-layer-s1,4682947,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.69,91.16,99.91,0,node868,37,env,,0,15,23,38,91.249,44
zad-r007_s1,4683236,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,1,100,100,93.56,93.43,99.85,0,node880,31,env,,0,35,39,41,93.389,3
mx-a1e4-layer-s1,4682932,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.27,91.08,99.75,0,node866,41,env,,0,18,29,49,90.841,58
mx-a1e3-add-s1,4682948,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.41,91.71,98.82,0,node887,31,env,,0,18,20,22,92.053,1
p6-r1-s1,4683404,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,1,100,100,91.42,91.42,99.92,0,node887,31,env,,0,15,23,44,91.119,56
ad-l-r003_s1,4681043,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,93.13,92.74,98.91,0,node880,31,env,,0,36,39,40,92.858,2
p6-r01-s1,4683400,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,1,100,100,92.66,92.47,99.38,0,node851,77,env,,0,16,20,21,92.395,2
zad-r0_s1,4683237,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,100,100,92.47,92.47,97.81,0,node883,31,env,,0,35,38,41,92.284,5
mx-a1e4-add-s1,4682933,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.06,92.72,99.47,0,node880,30,env,,0,25,26,28,92.654,1
zsx-l-r0_s1,4681823,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,1,100,100,87.96,87.95,93.97,0,node851,77,env,,0,34,,,87.705,0
ad-l-r03_s1,4681045,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.3,1,100,100,91.43,91.26,99.72,0,node886,30,env,,0,31,36,53,91.032,46
p6-r007-s1,4683398,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.07,1,100,100,92.41,92.19,99.1,0,node858,71,env,,0,17,20,22,92.173,2
ad-l-r01_s1,4681044,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,100,100,93.03,92.93,99.89,0,node880,30,env,,0,33,36,41,92.826,5
zad-plain_s2,4683238,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.33,91.25,99.57,0,node851,78,env,,0,28,35,58,90.977,46
mx-a1e3-layer-s2,4682950,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.5,91.36,99.91,0,node851,76,env,,0,14,24,39,91.236,49
mx-a1e4-layer-s2,4682935,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,2,100,100,91.17,91.09,99.74,0,node883,30,env,,0,20,26,46,90.895,59
mx-a1e3-add-s2,4682951,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,92.72,92.12,98.94,0,node883,31,env,,0,18,20,23,92.254,3
ad-l-r0_s2,4681161,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,2,100,100,92.5,92.43,97.78,0,node880,30,env,,0,36,38,42,92.15,8
ad-l-r005_s2,4681159,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,2,100,100,93.48,93.01,99.55,0,node885,30,env,,0,37,39,41,93.07,4
g4-sgdmAdam-layer_s2,4680752,s5014158,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.74,90.28,99.7,0,node885,31,env,,0,15,27,59,90.331,62
