run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
mx-add-r005-s0,4682873,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,0,100,100,93.51,93.18,99.56,0,node881,31,env,,0,35,40,42,93.103,2
h2-lam03_s0,4680779,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.3,na,0,100,100,92.76,92.42,97.75,0,node885,31,env,,0,36,38,42,92.406,5
adg-A-r003_s0,4681165,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,100,100,91.66,91.23,99.81,0,node887,31,env,,0,17,25,34,91.29,52
h2-lam01_s0,4680778,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.59,92.31,97.77,0,node880,30,env,,0,36,38,42,92.162,6
g1_sgdm_layer_s0,4679157,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.32,91.04,99.66,0,node866,37,inferred,,0,28,37,48,90.994,49
a0h-lplain-1e3_s0,4680810,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.76,91.76,99.87,0,node851,78,env,,0,14,23,40,91.293,45
e3a-r005_s0,4681639,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,0,300,300,93.5,93.11,99.86,0,node887,93,env,,0,37,40,42,93.07,2
m1a3-r04-s0,4683580,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.4,0,100,100,91.71,91.69,99.89,0,node887,31,env,,0,13,20,31,91.426,37
e3a-lplain_s0,4681637,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,300,300,92.12,91.75,99.99,0,node887,93,env,,0,29,36,56,91.907,55
lp-l-L1e4_s0,4681056,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.0001,na,0,100,100,90.99,90.51,99.71,0,node880,30,env,,0,30,36,64,90.481,52
h2A-l-plain_s0,4680682,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,90.68,90.34,99.78,0,node886,31,env,,0,15,27,56,90.371,61
a0L-lplain-1e4_s0,4680943,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.23,90.9,99.78,0,node887,31,env,,0,19,26,45,90.891,58
lp-l-L1e5_s0,4681054,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.00001,na,0,100,100,91.41,90.78,99.72,0,node885,31,env,,0,29,36,48,90.873,52
a0L-lplain-1e6_s0,4680947,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.33,90.81,99.69,0,node882,31,env,,0,28,38,52,90.838,51
dc-sg-a1e3-s0,4683405,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,92.58,92.36,98.83,0,node882,31,env,,0,18,19,21,92.144,3
zb-l-r1,4681231,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,0,20,20,74.0,74.0,73.19,0,node885,6,env,,0,,,,33.115,0
e3a-r0_s0,4681638,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,300,300,92.84,92.52,99.33,0,node885,93,env,,0,37,38,42,92.305,5
h2-base_s0,4680780,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.37,90.85,99.67,0,node887,31,env,,0,29,36,57,90.872,53
adg-A-r01_s0,4681166,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,100,100,91.43,91.43,99.8,0,node887,31,env,,0,15,26,42,91.194,38
h2-l-L0p001_s0,4680676,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.001,na,0,100,100,92.43,92.23,99.89,0,node886,31,env,,0,30,38,48,92.268,17
sc-ResNet18-layer-s0,4683088,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.01,90.73,99.7,0,node887,31,env,,0,28,37,55,90.578,56
m1a3-r003-s0,4683571,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,0,100,100,92.47,92.16,98.17,0,node851,77,env,,0,17,19,23,92.215,7
lp-l-L3e5_s0,4681055,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.00003,na,0,100,100,91.28,91.07,99.57,0,node887,31,env,,0,28,37,55,90.792,49
zsw-l-r1_s0,4681684,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,0,100,100,91.18,90.97,99.75,0,node885,30,env,,0,28,38,53,90.761,52
h2A-l-L0p1_s0,4680681,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.29,91.84,97.9,0,node886,30,env,,0,15,16,20,91.98,18
dc-sg-a1e4-s0,4683406,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.12,92.82,99.46,0,node882,30,env,,0,25,26,29,92.892,3
e3a-lsh01_s0,4681651,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,300,300,92.45,92.0,99.33,0,node882,93,env,,0,36,38,42,91.95,6
d4_clipL_s0,4679607,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,,na,na,0,100,100,91.55,90.88,99.65,0,node886,31,inferred,,0,29,36,46,91.0,49
a0h-lsh01-1e4_s0,4680814,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.51,92.51,97.95,0,node858,71,env,,0,24,26,31,92.231,6
mx_sig_layerwise_s0,4682859,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.29,91.04,99.65,0,node887,31,env,,0,28,36,52,90.831,50
a0h-lsh01-1e3_s0,4680811,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.5,92.28,98.14,0,node851,78,env,,0,18,20,24,92.239,7
sc-ResNet18-add-s0,4683089,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.66,93.43,99.77,0,node887,31,env,,0,34,39,42,93.44,3
h2-l-L1p0_s0,4680679,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,100,100,92.68,92.51,97.72,0,node880,31,env,,0,36,38,42,92.414,5
zsw-l-r01_s0,4681676,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,0,100,100,89.95,89.53,98.61,0,node880,30,env,,0,33,55,,89.332,20
zsw-l-r03_s0,4681678,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,0,100,100,89.88,89.88,99.16,0,node887,31,env,,0,33,50,,89.392,24
h2-lam003_s0,4680777,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.03,na,0,100,100,92.49,92.35,97.78,0,node882,31,env,,0,36,38,41,92.187,6
mx-add-r007-s0,4682883,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.07,0,100,100,93.56,93.27,99.85,0,node883,31,env,,0,34,39,42,93.129,2
e300-lsh01_s0,4680996,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,0,300,300,92.57,92.03,99.32,0,node887,94,env,,0,17,20,24,91.965,6
a0h-lplain-1e4_s0,4680813,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.14,91.1,99.79,0,node851,80,env,,0,18,26,50,90.859,58
zb-plain,4681234,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,73.1,73.1,73.12,0,node880,6,env,,0,,,,33.044,0
hv_plain,4679627,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,,na,na,0,4,4,13.49,13.49,13.46,0,node885,1,inferred,,0,,,,,0
v2_probe,4679122,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,3,3,13.19,13.19,13.01,0,node851,2,inferred,,0,,,,,0
mx-add-r006-s0,4682878,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.68,93.33,99.71,0,node887,31,env,,0,36,39,42,93.362,4
e3a-r01_s0,4681640,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,300,300,93.24,92.98,99.99,0,node880,92,env,,0,32,38,42,93.005,5
mx-add-r004-s0,4682868,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,0,100,100,93.33,93.03,99.28,0,node885,31,env,,0,37,40,42,93.024,1
lp-l-L3e5_s1,4681058,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.00003,na,1,100,100,91.31,90.97,99.69,0,node887,31,env,,0,29,36,58,90.787,52
e3a-lplain_s1,4681641,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,300,300,91.9,91.63,99.99,0,node881,92,env,,0,29,36,55,91.683,77
h2-base_s1,4680785,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.35,91.34,99.76,0,node887,31,env,,0,29,36,61,90.933,48
g3_sgdmAdam_layer_s1,4679443,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,1,100,100,90.74,90.46,99.8,0,node880,31,inferred,,0,15,26,58,90.345,59
m1a3-r01-s1,4683575,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,1,100,100,92.88,92.62,99.5,0,node886,31,env,,0,16,20,22,92.584,2
a0L-lsh01-1e6_s1,4680960,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.67,92.52,97.89,0,node885,31,env,,0,35,37,41,92.263,7
mx_sig_layerwise_s1,4682860,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.27,90.88,99.78,0,node858,73,env,,0,29,36,59,90.78,47
zsw-l-r07_s1,4681694,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,1,100,100,89.59,88.93,99.0,0,node881,31,env,,0,32,50,,89.1,17
dc-sg-a1e4-s1,4683411,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.14,92.88,99.46,0,node886,30,env,,0,24,26,28,92.614,1
g1_sgdm_layer_s1,4679158,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,1,100,100,91.44,91.2,99.68,0,node868,36,inferred,,0,29,36,53,90.921,48
lp-l-L1e5_s1,4681057,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.00001,na,1,100,100,91.33,91.33,99.76,0,node887,31,env,,0,29,36,59,90.732,50
h2A-l-plain_s1,4680689,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,90.89,90.52,99.73,0,node881,31,env,,0,15,27,60,90.392,61
h2-l-L0p001_s1,4680683,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.001,na,1,100,100,92.77,92.46,99.93,0,node886,30,env,,0,33,40,48,92.499,15
adg-A-r01_s1,4681170,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,100,100,91.4,91.26,99.75,0,node881,31,env,,0,16,26,53,91.1,42
a0L-lplain-1e4_s1,4680955,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.59,91.37,99.79,0,node885,30,env,,0,20,27,39,91.114,44
a0L-lplain-1e3_s1,4680951,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.62,91.62,99.93,0,node887,31,env,,0,13,23,45,91.223,50
a0h-lplain-1e4_s1,4680819,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.24,90.91,99.84,0,node859,71,env,,0,20,27,54,90.95,57
d4_clipL_s1,4679609,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,,na,na,1,100,100,91.44,91.44,99.77,0,node885,31,inferred,,0,29,36,59,90.745,51
m1a3-r04-s1,4683581,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.4,1,100,100,91.84,91.5,99.9,0,node880,31,env,,0,15,20,33,91.376,41
a0h-lplain-1e3_s1,4680816,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.28,90.87,99.9,0,node859,71,env,,0,16,23,45,90.956,59
e3a-r01_s1,4681644,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,300,300,93.71,93.49,99.98,0,node881,92,env,,0,33,37,40,93.552,3
h2A-l-L0p1_s1,4680688,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.23,91.76,98.0,0,node886,31,env,,0,15,16,19,91.781,18
lp-l-L1e4_s1,4681059,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.0001,na,1,100,100,91.08,91.0,99.79,0,node880,30,env,,0,29,36,59,90.749,50
mx-add-r004-s1,4682869,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,1,100,100,93.35,92.86,99.29,0,node882,31,env,,0,35,38,41,92.971,3
mx-add-r005-s1,4682874,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,1,100,100,93.51,93.1,99.58,0,node887,31,env,,0,35,40,41,93.233,2
a0h-lsh01-1e3_s1,4680817,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.33,92.05,98.11,0,node858,71,env,,0,18,21,23,92.022,7
e3a-r0_s1,4681642,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,300,300,92.51,91.77,99.32,0,node885,92,env,,0,35,37,41,91.843,6
e300-lsh01_s1,4680999,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,1,300,300,92.45,91.78,99.34,0,node885,92,env,,0,17,21,23,91.847,7
zsw-l-r0_s1,4681686,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,1,100,100,88.21,88.12,93.9,0,node887,31,env,,0,35,93,,87.854,0
a0L-lsh01-1e4_s1,4680956,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.69,92.56,98.06,0,node887,31,env,,0,25,27,29,92.318,3
sc-ResNet18-add-s1,4683093,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.64,93.4,99.76,0,node886,31,env,,0,35,39,41,93.317,3
adg-A-r003_s1,4681169,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,91.68,91.34,99.8,0,node880,31,env,,0,18,23,32,91.224,59
h2-l-L0p01_s1,4680684,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.01,na,1,100,100,92.78,92.78,98.16,0,node886,31,env,,0,36,37,41,92.502,5
zsw-l-r05_s1,4681692,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,1,100,100,89.64,89.07,98.96,0,node886,31,env,,0,33,50,,89.121,17
e300-lplain_s1,4680998,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,300,300,91.62,91.5,99.98,0,node885,93,env,,0,13,25,42,91.453,51
mx-add-r006-s1,4682879,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,93.63,93.47,99.77,0,node882,31,env,,0,35,38,41,93.396,2
a0L-lplain-1e6_s1,4680959,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.14,91.07,99.71,0,node881,31,env,,0,29,36,61,90.846,49
sc-ResNet18-layer-s1,4683092,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.14,90.93,99.71,0,node880,30,env,,0,29,36,54,90.84,54
a0L-lsh01-1e3_s1,4680952,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.4,92.08,98.19,0,node880,31,env,,0,18,20,22,92.08,7
a0h-lsh01-1e4_s1,4680820,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.37,91.81,98.0,0,node851,78,env,,0,25,27,29,92.159,5
h2-lam03_s1,4680784,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.3,na,1,100,100,92.44,92.3,97.79,0,node880,30,env,,0,35,37,41,92.191,4
dc-sg-a1e3-s1,4683410,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.65,92.19,98.92,0,node880,31,env,,0,18,20,22,92.137,2
zsw-l-r03_s1,4681690,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.3,1,100,100,89.99,89.39,99.24,0,node880,30,env,,0,34,48,,89.352,22
h2-lam01_s1,4680783,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.54,92.35,97.79,0,node881,31,env,,0,35,38,41,92.343,4
zsw-l-r1_s1,4681696,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,1,1,100,100,91.4,91.13,99.73,0,node887,31,env,,0,29,36,58,90.833,49
h2-l-L1p0_s1,4680686,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,1,100,100,92.57,92.22,97.72,0,node886,30,env,,0,35,37,41,92.221,6
m1a3-r02-s1,4683578,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,1,100,100,92.38,92.23,99.8,0,node886,31,env,,0,15,18,21,92.101,11
zsw-l-r01_s1,4681688,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.1,1,100,100,89.83,89.7,98.69,0,node887,31,env,,0,32,50,,89.432,24
h2-lam003_s1,4680782,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.03,na,1,100,100,92.62,92.2,97.9,0,node881,30,env,,0,35,37,41,92.227,6
m1a3-r0-s1,4683569,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,1,100,100,92.59,92.32,98.0,0,node882,31,env,,0,17,21,23,92.196,6
m1a3-r003-s1,4683572,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,1,100,100,92.78,92.29,98.34,0,node851,73,env,,0,17,20,22,92.329,4
e3a-lsh01_s1,4681652,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,300,300,92.76,91.88,99.33,0,node886,93,env,,0,36,37,41,91.812,6
hs-l-lam01_s1,4680592,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,shrink,0.1,na,1,100,100,92.5,92.15,97.89,0,node885,31,inferred,,0,35,37,41,92.245,4
e3a-r005_s1,4681643,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.05,1,300,300,93.45,92.94,99.82,0,node887,92,env,,0,35,38,41,92.941,2
h2-l-L0p5_s1,4680685,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.5,na,1,100,100,92.63,92.2,97.76,0,node886,31,env,,0,35,38,41,92.285,6
h2-lam003_s2,4680787,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.03,na,2,100,100,92.64,92.48,97.95,0,node886,31,env,,0,37,38,41,92.323,5
h2-l-L0p001_s2,4680690,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.001,na,2,100,100,92.43,92.43,99.93,0,node887,31,env,,0,33,41,49,92.205,20
h2A-l-L0p1_s2,4680695,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.14,92.07,98.05,0,node886,31,env,,0,15,16,19,91.822,17
h2-l-L1p0_s2,4680693,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,2,100,100,92.35,92.35,97.84,0,node887,31,env,,0,36,39,41,91.963,9
h2-l-L0p1_s2,4680697,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.64,92.51,97.8,0,node887,31,env,,0,35,39,41,92.361,5
h2-lam01_s2,4680788,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,92.42,92.28,97.79,0,node880,30,env,,0,36,38,41,92.209,5
mx-add-r004-s2,4682870,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.04,2,100,100,93.06,92.9,99.24,0,node880,30,env,,0,37,39,41,92.819,2
m1a3-r0-s2,4683570,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,2,100,100,92.56,92.43,98.14,0,node886,31,env,,0,18,21,25,92.198,5
g1_sgdm_layer_s2,4679159,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,2,100,100,91.27,90.95,99.57,0,node870,43,inferred,,0,28,35,58,90.829,53
